,primaryTitle,averageRating,runtimeNumber,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western,Production_Budget,Worldwide_Gross,Release_dt,gross_log,hyped
46791,Atomic Blonde,6.7,115.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,30000000,98345423,2017-07-27,18.403996574009728,False
46883,Philomena,7.6,98.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,98963392,2013-11-01,18.41026057204117,True
46897,Project Almanac,6.4,106.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12000000,32909437,2015-01-30,17.30927004389738,False
46935,Joy,6.6,124.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,101134059,2015-12-24,18.4319575214188,False
46951,The Peanuts Movie,7.1,88.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99000000,250091610,2015-11-05,19.337337852702316,True
47000,And So It Goes,5.8,94.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18000000,17920013,2014-07-10,16.701428746760755,False
47007,Left Behind,3.1,110.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16000000,20769209,2014-10-03,16.84898215950061,False
47021,Paranormal Activity: The Ghost Dimension,4.6,88.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10000000,77959374,2015-10-21,18.17169841563974,False
47023,Get on Up,6.9,139.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,30000000,33339868,2014-08-01,17.322264506065046,False
47024,Paranormal Activity: The Marked Ones,5.0,84.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5000000,90904854,2014-01-03,18.32532396806246,False
47027,Mr. Turner,6.8,150.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14000000,25187026,2014-11-06,17.041839618338518,False
47071,The Square,8.1,108.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1500000,176262,2013-10-25,12.079732476819713,True
47124,Burnt,6.6,101.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,36766293,2015-10-22,17.420092059511504,False
47147,Frontera,6.6,103.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2300000,59696,2014-09-05,10.997037046861776,False
47151,Hotel Transylvania 2,6.7,89.0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,80000000,469500298,2015-09-23,19.9671794934601,False
47166,The Gunman,5.8,115.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,18594227,2015-02-19,16.73836176794277,False
47167,One Direction: This Is Us,4.1,92.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10000000,68541786,2013-08-30,18.04295414643736,False
47220,Blockers,6.2,102.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21000000,94045328,2018-03-29,18.359287447406192,False
47246,Arrival,7.9,116.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,47000000,203127894,2016-11-09,19.129346363254406,True
47249,Wonder,8.0,113.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,304604712,2017-10-17,19.53452547105678,True
47270,The Light Between Oceans,7.2,133.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20000000,22281732,2016-09-02,16.919277752763247,True
47293,"Cinco de Mayo, La Batalla",6.2,125.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10000000,173472,2013-05-03,12.063777246662523,False
47295,Crimson Peak,6.5,119.0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,55000000,74966854,2015-10-14,18.132556640485934,False
47303,The Second Best Exotic Marigold Hotel,6.6,122.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,90384306,2015-02-26,18.319581215160284,False
47314,Pacific Rim: Uprising,5.6,111.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,155000000,290930148,2018-03-16,19.488593758521397,False
47315,A Million Ways to Die in the West,6.1,116.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40000000,86778557,2014-05-28,18.278870121464454,False
47331,Get Hard,6.0,100.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,106511453,2015-03-26,18.483763086626517,False
47333,Birdman or (The Unexpected Virtue of Ignorance),7.7,119.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,103215094,2014-10-17,18.45232566969526,True
47346,Alice Through the Looking Glass,6.2,113.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,170000000,276928112,2016-05-20,19.439268510614912,False
47350,Going in Style,6.6,96.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000,78672579,2017-04-05,18.180805240988214,False
47398,Me and Earl and the Dying Girl,7.7,105.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8000000,9266180,2015-06-12,16.041881878547358,True
47400,Shut In,4.7,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10000000,11360665,2016-03-17,16.245667596299363,False
47403,Hell or High Water,7.6,102.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12000000,37584304,2016-08-12,17.442097101003288,True
47405,Whiplash,8.5,106.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3300000,38969037,2014-10-10,17.478277991354563,True
47406,The Fault in Our Stars,7.7,126.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12000000,307166834,2014-06-04,19.542901594425427,True
47437,Resident Evil: The Final Chapter,5.5,107.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,40000000,314101190,2016-12-23,19.56522575628774,False
47487,Kevin Hart: Let Me Explain,6.8,75.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,32327255,2013-07-03,17.291421271370197,False
47556,Pump,7.7,88.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,72277,2014-09-19,11.188275074151784,True
47558,Baahubali: The Beginning,8.1,159.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,26736665,2015-07-09,17.10154643974045,True
47580,Ted 2,6.3,115.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68000000,217214143,2015-06-25,19.1963942636092,False
47581,Hot Tub Time Machine 2,5.1,93.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14000000,12826644,2015-02-20,16.367035205903054,False
47591,Ben-Hur,5.7,123.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000000,91669648,2016-06-30,18.333701900978955,False
47626,Midnight Special,6.6,112.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18000000,7680250,2016-02-18,15.854162786881467,False
47663,Star Trek Beyond,7.1,122.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,185000000,335802233,2016-07-21,19.63203295535509,True
47698,Fences,7.2,139.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000000,64282881,2016-12-16,17.978803932924976,True
47711,Me Before You,7.4,106.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20000000,208265198,2016-06-01,19.15432282074175,True
47713,Churchill,6.4,105.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10000000,7582196,2017-03-30,15.84131355731122,False
47726,Hitman: Agent 47,5.7,96.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,35000000,82182803,2015-08-19,18.224456641061355,False
47735,The D Train,5.0,101.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,772366,2015-05-08,13.557215104646588,False
47744,Night at the Museum: Secret of the Tomb,6.2,98.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,127000000,353756621,2014-12-18,19.684119726181144,False
47756,The Boss,5.4,99.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29000000,78652207,2016-04-07,18.18054626081894,False
47760,Game Night,6.9,100.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37000000,117378084,2018-02-23,18.580910778427388,False
47776,The Secret Life of Pets,6.5,87.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000000,886606412,2016-05-08,20.602911713499687,False
47784,Fury,7.6,134.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80000000,210315681,2014-10-17,19.164120207555136,True
47797,Blackhat,5.4,133.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,70000000,19665004,2015-01-16,16.79435121810685,False
47809,Everest,7.1,121.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65000000,221297061,2015-08-17,19.215016528837353,True
47820,The Sleepwalker,4.9,91.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1100000,2636,2014-11-21,7.877397186353287,False
47827,The Longest Ride,7.1,123.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,34000000,63802928,2015-04-09,17.971309656352137,True
47847,The Christmas Candle,6.2,100.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7000000,1933829,2013-11-15,14.475013050407993,False
47868,Rosewater,6.6,103.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,3185717,2014-11-14,14.974188253293637,False
47870,Devil's Due,4.1,89.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,7000000,36146087,2014-01-17,17.403079284945665,False
47871,Sinister 2,5.3,97.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10000000,54104225,2015-08-19,17.80642285536851,False
47908,Beauty and the Beast,7.2,129.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,160000000,1259199706,2017-03-16,20.953742202939964,True
47909,Veronica Mars,6.8,107.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6000000,3485383,2014-03-14,15.064088782620303,False
47921,Thank You for Your Service,6.5,109.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20000000,9985316,2017-10-27,16.11662627194954,False
47939,Top Five,6.4,102.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12000000,26001741,2014-12-12,17.073674093741356,False
47953,The Interview,6.5,112.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44000000,12342632,2014-02-06,16.328569924831857,False
47978,Annihilation,6.9,115.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55000000,43070915,2018-02-23,17.578358524507877,False
47981,Atlas Shrugged: Who Is John Galt?,4.3,99.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5000000,851690,2014-09-12,13.654979063972249,False
48002,United Passions,2.1,110.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,30000000,168832,2014-07-03,12.036665339667154,False
48017,Furious 7,7.2,137.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,190000000,1518722794,2015-04-01,21.141135552135495,True
48024,Rock Dog,5.9,90.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,24148488,2016-07-02,16.999732368817657,False
48027,Mike and Dave Need Wedding Dates,6.0,98.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33000000,75898100,2016-07-07,18.144902222290014,False
48042,A Haunted House 2,4.7,86.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4000000,21206861,2014-04-18,16.8698353665147,False
48089,Pitch Perfect 2,6.4,115.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29000000,287625468,2015-05-07,19.47716973691387,False
48109,Tag,6.5,100.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28000000,77024944,2018-06-15,18.15963988839287,False
48135,Ride Along 2,5.9,102.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,124827316,2016-01-14,18.642441876165456,False
48138,"As Above, So Below",6.2,93.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5000000,41824066,2014-08-29,17.548982497355837,False
48140,Wish I Was Here,6.7,106.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000000,6591365,2014-07-18,15.701271168761657,False
48151,Nightcrawler,7.9,117.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8500000,50334418,2014-10-31,17.734199675414892,True
48153,Lucy,6.4,89.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,40000000,457507776,2014-07-25,19.941304441442472,False
48158,Red Sparrow,6.6,140.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,69000000,145951861,2018-02-28,18.798787412976782,False
48181,I Origins,7.4,106.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1000000,852399,2014-07-18,13.6558111792066,True
48230,Obvious Child,6.8,84.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1000000,3324070,2014-06-06,15.016700794536819,False
48235,The Signal,6.1,97.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4000000,2665322,2014-06-13,14.795835808988333,False
48236,The Dressmaker,7.1,119.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11900000,24041617,2015-10-30,16.99529696985895,True
48240,John Wick,7.4,101.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30000000,76206239,2014-10-24,18.14895390706787,True
48262,The Lazarus Effect,5.2,83.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5000000,38359310,2015-02-26,17.462507846400058,False
48279,Higher Power,5.4,93.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,500000,528,2018-05-11,6.270988431858299,False
48310,Ad Astra,7.0,123.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80000000,124179465,2019-09-19,18.6372383836824,False
48325,A Most Violent Year,7.0,125.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,8846875,2014-12-31,15.995574960316658,False
48330,The Transporter Refueled,5.2,96.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22000000,69698495,2015-09-02,18.059689297305688,False
48355,Zootopia,8.0,108.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000000,1036368248,2016-02-10,20.75898837032806,True
48368,Greater,7.2,130.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9000000,2000093,2016-08-26,14.508704737419754,True
48378,Happy Christmas,5.5,82.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000,30312,2014-07-25,10.31933194238916,False
48412,Hot Pursuit,5.1,87.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,45671512,2015-05-08,17.636985313581118,False
48434,Alvin and the Chipmunks: The Road Chip,5.0,92.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000,249517956,2015-12-18,19.33504144250988,False
48435,The Purge: Anarchy,6.4,103.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9000000,111534881,2014-07-16,18.529847942988592,False
48436,Batman v Superman: Dawn of Justice,6.5,151.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,250000000,867500281,2016-03-23,20.581126394857282,False
48448,Dolphin Tale 2,6.4,107.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36000000,57824533,2014-09-12,17.872923707251207,False
48454,A Hologram for the King,6.1,98.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000,11846010,2016-04-22,16.287501744402103,False
48456,The Theory of Everything,7.7,123.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15000000,123327692,2014-11-07,18.630355541456243,True
48460,The Hundred-Foot Journey,7.3,122.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22000000,94270488,2014-08-08,18.361678750587053,True
48497,Camp X-Ray,6.9,117.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1000000,101053,2014-10-17,11.523410306412503,False
48531,The Water Diviner,7.0,111.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,22500000,31054727,2014-12-26,17.25126162528318,False
48555,The Lego Ninjago Movie,6.0,101.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70000000,122737201,2017-09-15,18.625556058510917,False
48640,The Jungle Book,7.4,106.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,175000000,962854547,2016-04-07,20.685412917856194,True
48658,Mortdecai,5.5,107.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,30396134,2015-01-21,17.229826020135814,False
48690,Inferno,6.2,121.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75000000,219519367,2016-10-05,19.206951023488905,False
48737,Creed,7.6,133.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,37000000,173567581,2015-11-25,18.97207760312117,True
48765,Phantom,7.4,76.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,1199510,2013-03-01,13.99742453170754,True
48795,Monster Trucks,5.6,104.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000000,61642798,2016-12-29,17.936866976210677,False
48806,Tusk,5.3,102.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3000000,1887554,2014-09-19,14.45079289875363,False
48817,The Masked Saint,4.6,105.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500000,182695,2016-01-08,12.115578848311428,False
48831,Crazy Rich Asians,6.9,120.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30000000,238099711,2018-08-15,19.288200101880552,False
48851,Road Hard,6.1,98.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,113169,2015-03-06,11.636646391959987,False
48853,Now You See Me 2,6.5,129.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000000,328325007,2016-05-27,19.6095145538016,False
48907,Beyond the Lights,6.9,116.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7000000,14618727,2014-11-14,16.49781400439686,False
49011,Trainwreck,6.2,125.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35000000,141123897,2015-07-17,18.765148771723364,False
49042,Rock the Kasbah,5.5,106.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,15000000,3386153,2015-10-23,15.035205322034946,False
49064,Room,8.1,118.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13000000,36262783,2015-10-16,17.40630253916327,True
49077,The Diary of a Teenage Girl,6.9,102.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000000,2279959,2015-08-07,14.639668456917079,False
49104,The Boy Next Door,4.7,91.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4000000,53401938,2015-01-22,17.793357614132624,False
49110,Bitter Harvest,6.0,103.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21000000,606162,2017-02-24,13.31490420578134,False
49114,Fantastic Beasts and Where to Find Them,7.3,132.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,180000000,802402853,2016-11-14,20.503121351435187,True
49155,Barbecue,6.1,98.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,247565,2014-07-25,12.419432492108314,False
49179,Slow West,6.9,84.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3750000,2089072,2015-05-15,14.552230984877879,False
49188,Son of God,5.7,138.0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22000000,70949793,2014-02-28,18.077483058112975,False
49217,Incarnate,5.2,91.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5000000,9371036,2016-12-02,16.053134320449463,False
49260,Risen,6.3,107.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20000000,46255763,2016-02-18,17.649696641184434,False
49316,The Bounce Back,5.1,104.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3000000,421404,2016-12-09,12.951349645493035,False
49349,Loving Vincent,7.8,94.0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500000,44358568,2017-07-12,17.60781646113441,True
49350,Brotherly Love,6.7,89.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1900000,478595,2015-04-24,13.078612096711497,False
49358,Sully,7.4,96.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000000,238524556,2016-09-08,19.28998282735279,True
49375,Captive,5.4,97.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000000,2791973,2015-09-17,14.842259430500123,False
49397,Heist,6.1,93.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8900000,3324131,2015-11-12,15.016719145360343,False
49438,Welcome to Marwen,6.1,116.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45000000,13015599,2018-12-21,16.381659196001294,False
49470,London Has Fallen,5.9,99.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000000,195194085,2016-03-02,19.08950493435315,False
49506,Youth,7.3,124.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13000000,24001573,2015-05-22,16.99362996949506,True
49517,Logan,8.1,137.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,127000000,615461394,2017-02-23,20.23788278025697,True
49522,American Ultra,6.1,96.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28000000,30295028,2015-08-19,17.22649419761444,False
49537,Regression,5.7,106.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,20000000,15824374,2015-10-01,16.577062030743814,False
49544,Concussion,7.1,123.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,35000000,50363790,2015-12-24,17.734783042305587,True
49549,Annabelle,5.4,99.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,6500000,256862920,2014-10-03,19.36405311923812,False
49570,Pan,5.7,111.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,150000000,151525973,2015-09-25,18.836267613763145,False
49625,Jigsaw,5.8,92.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10000000,104223315,2017-10-27,18.46204642424872,False
49634,Friend Request,5.3,92.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,9900000,11310835,2016-01-07,16.241271762248296,False
49664,Compadres,4.7,101.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,7445044,2016-03-31,15.82305926840703,False
49672,Max,6.7,111.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20000000,43658157,2015-06-25,17.59190071854879,False
49673,Transformers: The Last Knight,5.2,154.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217000000,602893340,2017-06-20,20.217250858449226,False
49685,The Brothers Grimsby,6.2,83.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35000000,28720470,2016-02-24,17.17312070173127,False
49700,X-Men: Apocalypse,6.9,144.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,178000000,542537546,2016-05-18,20.111767852043823,False
49710,The Forest,4.8,93.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,10000000,40749230,2016-01-07,17.52294752630744,False
49722,Jack Reacher: Never Go Back,6.1,118.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60000000,159946489,2016-10-20,18.89034987976141,False
49740,Sicario,7.6,121.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,84393749,2015-09-17,18.25100390469149,True
49771,Fist Fight,5.6,91.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000000,40286416,2017-02-17,17.511524922957353,False
49776,Murder on the Orient Express,6.5,114.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,55000000,345922730,2017-11-03,19.661725987272945,False
